sample	signature	exposure	mutations
TCGA-G4-6309-01A-21D-1835-10	COSMICv3-SBS6	0.153771	147
TCGA-G4-6309-01A-21D-1835-10	COSMICv3-SBS15	0.103311	99
TCGA-G4-6309-01A-21D-1835-10	COSMICv3-SBS20	0.078355	75
TCGA-G4-6309-01A-21D-1835-10	COSMICv3-SBS54	0.0783538	75
TCGA-G4-6309-01A-21D-1835-10	COSMICv3-SBS21	0.0268056	26
TCGA-G4-6309-01A-21D-1835-10	COSMICv3-SBS14	0.0118898	11
TCGA-G4-6309-01A-21D-1835-10	COSMICv3-SBS17b	0.00884111	8
TCGA-G4-6309-01A-21D-1835-10	COSMICv3-SBS53	0.00690084	7
TCGA-G4-6309-01A-21D-1835-10	COSMICv3-SBS49	0.00566252	5
TCGA-G4-6309-01A-21D-1835-10	COSMICv3-SBS10b	0.00448797	4
TCGA-G4-6309-01A-21D-1835-10	COSMICv3-SBS33	0.00412138	4
TCGA-G4-6309-01A-21D-1835-10	COSMICv3-SBS59	0.00402594	4
TCGA-G4-6309-01A-21D-1835-10	COSMICv3-SBS7b	0.00251936	2
TCGA-G4-6309-01A-21D-1835-10	COSMICv3-SBS50	0.00218817	2
TCGA-G4-6309-01A-21D-1835-10	COSMICv3-SBS45	0.00182605	2
TCGA-G4-6309-01A-21D-1835-10	COSMICv3-SBS11	0.00169337	2
TCGA-G4-6309-01A-21D-1835-10	COSMICv3-SBS2	0.001589	2
TCGA-G4-6309-01A-21D-1835-10	COSMICv3-SBS48	0.000869587	1
TCGA-G4-6309-01A-21D-1835-10	COSMICv3-SBS35	0.000564782	1
TCGA-G4-6309-01A-21D-1835-10	COSMICv3-SBS58	0.000539875	1
TCGA-AA-A02E-01A-01W-A00E-09	COSMICv3-SBS1	0.217917	53
TCGA-AA-A02E-01A-01W-A00E-09	COSMICv3-SBS8	0.132044	32
TCGA-AA-A02E-01A-01W-A00E-09	COSMICv3-SBS46	0.0608989	15
TCGA-AA-A02E-01A-01W-A00E-09	COSMICv3-SBS54	0.0536418	13
TCGA-AA-A02E-01A-01W-A00E-09	COSMICv3-SBS6	0.0452601	11
TCGA-AA-A02E-01A-01W-A00E-09	COSMICv3-SBS19	0.0427765	10
TCGA-AA-A02E-01A-01W-A00E-09	COSMICv3-SBS7a	0.0415007	10
TCGA-AA-A02E-01A-01W-A00E-09	COSMICv3-SBS13	0.0396202	10
TCGA-AA-A02E-01A-01W-A00E-09	COSMICv3-SBS17b	0.0320259	8
TCGA-AA-A02E-01A-01W-A00E-09	COSMICv3-SBS42	0.031973	8
TCGA-AA-A02E-01A-01W-A00E-09	COSMICv3-SBS57	0.0288489	7
TCGA-AA-A02E-01A-01W-A00E-09	COSMICv3-SBS53	0.0282428	7
TCGA-AA-A02E-01A-01W-A00E-09	COSMICv3-SBS59	0.0279263	7
TCGA-AA-A02E-01A-01W-A00E-09	COSMICv3-SBS52	0.0262823	6
TCGA-AA-A02E-01A-01W-A00E-09	COSMICv3-SBS35	0.0253794	6
TCGA-AA-A02E-01A-01W-A00E-09	COSMICv3-SBS36	0.0222864	5
TCGA-AA-A02E-01A-01W-A00E-09	COSMICv3-SBS2	0.0136717	3
TCGA-AA-A02E-01A-01W-A00E-09	COSMICv3-SBS43	0.00592267	1
TCGA-AA-A02E-01A-01W-A00E-09	COSMICv3-SBS30	0.00535985	1
TCGA-AA-A02E-01A-01W-A00E-09	COSMICv3-SBS22	0.0048216	1
TCGA-AA-A02E-01A-01W-A00E-09	COSMICv3-SBS24	0.00435765	1
TCGA-AA-A02E-01A-01W-A00E-09	COSMICv3-SBS60	0.00407723	1
TCGA-AY-4071-01A-01W-1073-09	COSMICv3-SBS1	0.248497	42
TCGA-AY-4071-01A-01W-1073-09	COSMICv3-SBS16	0.0843923	14
TCGA-AY-4071-01A-01W-1073-09	COSMICv3-SBS46	0.0798633	13
TCGA-AY-4071-01A-01W-1073-09	COSMICv3-SBS7b	0.0738747	12
TCGA-AY-4071-01A-01W-1073-09	COSMICv3-SBS39	0.0566159	10
TCGA-AY-4071-01A-01W-1073-09	COSMICv3-SBS84	0.0461727	8
TCGA-AY-4071-01A-01W-1073-09	COSMICv3-SBS32	0.0390368	7
TCGA-AY-4071-01A-01W-1073-09	COSMICv3-SBS7c	0.0375379	6
TCGA-AY-4071-01A-01W-1073-09	COSMICv3-SBS13	0.0310534	5
TCGA-AY-4071-01A-01W-1073-09	COSMICv3-SBS28	0.0288893	5
TCGA-AY-4071-01A-01W-1073-09	COSMICv3-SBS12	0.0206375	3
TCGA-AY-4071-01A-01W-1073-09	COSMICv3-SBS30	0.014048	2
TCGA-AY-4071-01A-01W-1073-09	COSMICv3-SBS7a	0.0126818	2
TCGA-AY-4071-01A-01W-1073-09	COSMICv3-SBS31	0.0110521	2
TCGA-AY-4071-01A-01W-1073-09	COSMICv3-SBS29	0.00822324	1
TCGA-AY-4071-01A-01W-1073-09	COSMICv3-SBS53	0.00464892	1
TCGA-AY-4071-01A-01W-1073-09	COSMICv3-SBS10b	0.00407458	1
TCGA-AA-A01V-01A-23W-A096-10	COSMICv3-SBS1	0.405107	61
TCGA-AA-A01V-01A-23W-A096-10	COSMICv3-SBS29	0.118092	18
TCGA-AA-A01V-01A-23W-A096-10	COSMICv3-SBS9	0.0531616	8
TCGA-AA-A01V-01A-23W-A096-10	COSMICv3-SBS7b	0.0454451	7
TCGA-AA-A01V-01A-23W-A096-10	COSMICv3-SBS17a	0.0425095	6
TCGA-AA-A01V-01A-23W-A096-10	COSMICv3-SBS20	0.0360203	5
TCGA-AA-A01V-01A-23W-A096-10	COSMICv3-SBS30	0.0336773	5
TCGA-AA-A01V-01A-23W-A096-10	COSMICv3-SBS7d	0.0267373	4
TCGA-AA-A01V-01A-23W-A096-10	COSMICv3-SBS10b	0.0215843	3
TCGA-AA-A01V-01A-23W-A096-10	COSMICv3-SBS10a	0.0203339	3
TCGA-AA-A01V-01A-23W-A096-10	COSMICv3-SBS50	0.015884	2
TCGA-AA-A01V-01A-23W-A096-10	COSMICv3-SBS2	0.0157872	2
TCGA-AA-A01V-01A-23W-A096-10	COSMICv3-SBS59	0.0114728	2
TCGA-AA-A01V-01A-23W-A096-10	COSMICv3-SBS27	0.00946902	1
TCGA-AA-A01V-01A-23W-A096-10	COSMICv3-SBS17b	0.00629991	1
TCGA-AA-A01V-01A-23W-A096-10	COSMICv3-SBS11	0.00613886	1
TCGA-AZ-6601-01A-11D-1771-10	COSMICv3-SBS1	0.417871	1189
TCGA-AZ-6601-01A-11D-1771-10	COSMICv3-SBS6	0.22966	654
TCGA-AZ-6601-01A-11D-1771-10	COSMICv3-SBS15	0.117111	333
TCGA-AZ-6601-01A-11D-1771-10	COSMICv3-SBS20	0.10385	296
TCGA-AZ-6601-01A-11D-1771-10	COSMICv3-SBS54	0.037755	107
TCGA-AZ-6601-01A-11D-1771-10	COSMICv3-SBS14	0.0174883	50
TCGA-AZ-6601-01A-11D-1771-10	COSMICv3-SBS21	0.015621	44
TCGA-AZ-6601-01A-11D-1771-10	COSMICv3-SBS11	0.0156041	44
TCGA-AZ-6601-01A-11D-1771-10	COSMICv3-SBS49	0.0114769	33
TCGA-AZ-6601-01A-11D-1771-10	COSMICv3-SBS46	0.0092862	26
TCGA-AZ-6601-01A-11D-1771-10	COSMICv3-SBS59	0.00624872	18
TCGA-AZ-6601-01A-11D-1771-10	COSMICv3-SBS45	0.00548642	16
TCGA-AZ-6601-01A-11D-1771-10	COSMICv3-SBS7b	0.00257229	7
TCGA-AZ-6601-01A-11D-1771-10	COSMICv3-SBS17a	0.00191894	5
TCGA-AZ-6601-01A-11D-1771-10	COSMICv3-SBS10a	0.000882216	3
TCGA-AZ-6601-01A-11D-1771-10	COSMICv3-SBS22	0.000837871	2
TCGA-AZ-6601-01A-11D-1771-10	COSMICv3-SBS43	0.000758768	2
TCGA-AZ-6601-01A-11D-1771-10	COSMICv3-SBS17b	0.000715622	2
TCGA-AZ-6601-01A-11D-1771-10	COSMICv3-SBS55	0.00045605	1
TCGA-AZ-6601-01A-11D-1771-10	COSMICv3-SBS35	0.000183081	1
TCGA-CM-6676-01A-11D-1835-10	COSMICv3-SBS1	0.480604	62
TCGA-CM-6676-01A-11D-1835-10	COSMICv3-SBS15	0.0847689	11
TCGA-CM-6676-01A-11D-1835-10	COSMICv3-SBS24	0.0696688	9
TCGA-CM-6676-01A-11D-1835-10	COSMICv3-SBS17a	0.0429792	6
TCGA-CM-6676-01A-11D-1835-10	COSMICv3-SBS8	0.0339412	4
TCGA-CM-6676-01A-11D-1835-10	COSMICv3-SBS35	0.0275997	4
TCGA-CM-6676-01A-11D-1835-10	COSMICv3-SBS14	0.0241737	3
TCGA-CM-6676-01A-11D-1835-10	COSMICv3-SBS19	0.0208041	3
TCGA-CM-6676-01A-11D-1835-10	COSMICv3-SBS32	0.0194513	3
TCGA-CM-6676-01A-11D-1835-10	COSMICv3-SBS56	0.0193148	3
TCGA-CM-6676-01A-11D-1835-10	COSMICv3-SBS7d	0.0183669	2
TCGA-CM-6676-01A-11D-1835-10	COSMICv3-SBS53	0.0158188	2
TCGA-CM-6676-01A-11D-1835-10	COSMICv3-SBS52	0.0156366	2
TCGA-CM-6676-01A-11D-1835-10	COSMICv3-SBS55	0.014878	2
TCGA-CM-6676-01A-11D-1835-10	COSMICv3-SBS49	0.0065816	1
TCGA-CK-4947-01B-11D-1650-10	COSMICv3-SBS1	0.452881	53
TCGA-CK-4947-01B-11D-1650-10	COSMICv3-SBS15	0.108613	13
TCGA-CK-4947-01B-11D-1650-10	COSMICv3-SBS50	0.0603866	7
TCGA-CK-4947-01B-11D-1650-10	COSMICv3-SBS22	0.0471026	6
TCGA-CK-4947-01B-11D-1650-10	COSMICv3-SBS26	0.0331963	4
TCGA-CK-4947-01B-11D-1650-10	COSMICv3-SBS57	0.0288599	3
TCGA-CK-4947-01B-11D-1650-10	COSMICv3-SBS41	0.0254874	3
TCGA-CK-4947-01B-11D-1650-10	COSMICv3-SBS13	0.0220573	3
TCGA-CK-4947-01B-11D-1650-10	COSMICv3-SBS53	0.0214267	3
TCGA-CK-4947-01B-11D-1650-10	COSMICv3-SBS17a	0.0204557	2
TCGA-CK-4947-01B-11D-1650-10	COSMICv3-SBS7b	0.0193731	2
TCGA-CK-4947-01B-11D-1650-10	COSMICv3-SBS45	0.0189807	2
TCGA-CK-4947-01B-11D-1650-10	COSMICv3-SBS35	0.0164794	2
TCGA-CK-4947-01B-11D-1650-10	COSMICv3-SBS28	0.0134971	2
TCGA-CK-4947-01B-11D-1650-10	COSMICv3-SBS12	0.0118327	1
TCGA-CK-4947-01B-11D-1650-10	COSMICv3-SBS54	0.0117576	1
TCGA-CK-4947-01B-11D-1650-10	COSMICv3-SBS36	0.0112092	1
TCGA-CK-4947-01B-11D-1650-10	COSMICv3-SBS7c	0.0102335	1
TCGA-CK-4947-01B-11D-1650-10	COSMICv3-SBS49	0.00881194	1
TCGA-CK-4947-01B-11D-1650-10	COSMICv3-SBS7a	0.00789894	1
TCGA-CK-4947-01B-11D-1650-10	COSMICv3-SBS19	0.00711193	1
TCGA-CK-4947-01B-11D-1650-10	COSMICv3-SBS60	0.00660985	1
TCGA-AA-3678-01A-01W-0900-09	COSMICv3-SBS1	0.449138	40
TCGA-AA-3678-01A-01W-0900-09	COSMICv3-SBS7a	0.0820427	7
TCGA-AA-3678-01A-01W-0900-09	COSMICv3-SBS10b	0.0699065	6
TCGA-AA-3678-01A-01W-0900-09	COSMICv3-SBS50	0.0621857	6
TCGA-AA-3678-01A-01W-0900-09	COSMICv3-SBS23	0.046716	4
TCGA-AA-3678-01A-01W-0900-09	COSMICv3-SBS42	0.0344876	3
TCGA-AA-3678-01A-01W-0900-09	COSMICv3-SBS7c	0.0329784	3
TCGA-AA-3678-01A-01W-0900-09	COSMICv3-SBS21	0.0280058	2
TCGA-AA-3678-01A-01W-0900-09	COSMICv3-SBS10a	0.0214245	2
TCGA-AA-3678-01A-01W-0900-09	COSMICv3-SBS34	0.0130597	1
TCGA-AA-3678-01A-01W-0900-09	COSMICv3-SBS17b	0.0116702	1
TCGA-AA-3678-01A-01W-0900-09	COSMICv3-SBS52	0.0107577	1
TCGA-AA-3678-01A-01W-0900-09	COSMICv3-SBS7b	0.00963168	1
TCGA-AA-3678-01A-01W-0900-09	COSMICv3-SBS33	0.00895583	1
TCGA-AA-3678-01A-01W-0900-09	COSMICv3-SBS22	0.00772949	1
TCGA-AA-3660-01A-01D-1719-10	COSMICv3-SBS1	0.512435	85
TCGA-AA-3660-01A-01D-1719-10	COSMICv3-SBS18	0.100011	17
TCGA-AA-3660-01A-01D-1719-10	COSMICv3-SBS11	0.0742137	12
TCGA-AA-3660-01A-01D-1719-10	COSMICv3-SBS23	0.0650444	11
TCGA-AA-3660-01A-01D-1719-10	COSMICv3-SBS15	0.0642854	11
TCGA-AA-3660-01A-01D-1719-10	COSMICv3-SBS52	0.0497127	8
TCGA-AA-3660-01A-01D-1719-10	COSMICv3-SBS54	0.0241527	4
TCGA-AA-3660-01A-01D-1719-10	COSMICv3-SBS16	0.0126327	2
TCGA-AA-3660-01A-01D-1719-10	COSMICv3-SBS13	0.00882256	1
TCGA-AA-3660-01A-01D-1719-10	COSMICv3-SBS46	0.00864928	1
TCGA-AA-3660-01A-01D-1719-10	COSMICv3-SBS59	0.00738387	1
TCGA-AA-3660-01A-01D-1719-10	COSMICv3-SBS55	0.00554456	1
TCGA-AA-3660-01A-01D-1719-10	COSMICv3-SBS48	0.00335301	1
TCGA-AA-3815-01A-01W-0995-10	COSMICv3-SBS1	0.263539	283
TCGA-AA-3815-01A-01W-0995-10	COSMICv3-SBS6	0.151952	163
TCGA-AA-3815-01A-01W-0995-10	COSMICv3-SBS54	0.114304	123
TCGA-AA-3815-01A-01W-0995-10	COSMICv3-SBS15	0.0871018	93
TCGA-AA-3815-01A-01W-0995-10	COSMICv3-SBS20	0.0814897	87
TCGA-AA-3815-01A-01W-0995-10	COSMICv3-SBS26	0.0748766	80
TCGA-AA-3815-01A-01W-0995-10	COSMICv3-SBS21	0.0649415	70
TCGA-AA-3815-01A-01W-0995-10	COSMICv3-SBS16	0.0252641	27
TCGA-AA-3815-01A-01W-0995-10	COSMICv3-SBS42	0.0232285	25
TCGA-AA-3815-01A-01W-0995-10	COSMICv3-SBS10b	0.0206637	22
TCGA-AA-3815-01A-01W-0995-10	COSMICv3-SBS59	0.0156157	17
TCGA-AA-3815-01A-01W-0995-10	COSMICv3-SBS17a	0.0134636	14
TCGA-AA-3815-01A-01W-0995-10	COSMICv3-SBS17b	0.00896824	10
TCGA-AA-3815-01A-01W-0995-10	COSMICv3-SBS49	0.00522736	6
TCGA-AA-3815-01A-01W-0995-10	COSMICv3-SBS7a	0.00291453	3
TCGA-AA-3815-01A-01W-0995-10	COSMICv3-SBS13	0.0026183	3
TCGA-AA-3815-01A-01W-0995-10	COSMICv3-SBS14	0.0018797	2
TCGA-AA-3815-01A-01W-0995-10	COSMICv3-SBS43	0.00168077	2
TCGA-AA-3815-01A-01W-0995-10	COSMICv3-SBS24	0.00155069	2
TCGA-AA-3815-01A-01W-0995-10	COSMICv3-SBS45	0.00139931	2
TCGA-AA-3815-01A-01W-0995-10	COSMICv3-SBS29	0.00101986	1
TCGA-AA-3815-01A-01W-0995-10	COSMICv3-SBS7c	0.000951019	1
TCGA-AA-3815-01A-01W-0995-10	COSMICv3-SBS34	0.000666725	1
TCGA-AA-3872-01A-01W-0995-10	COSMICv3-SBS35	0.150881	14
TCGA-AA-3872-01A-01W-0995-10	COSMICv3-SBS7a	0.14523	14
TCGA-AA-3872-01A-01W-0995-10	COSMICv3-SBS1	0.109196	10
TCGA-AA-3872-01A-01W-0995-10	COSMICv3-SBS7b	0.0997237	10
TCGA-AA-3872-01A-01W-0995-10	COSMICv3-SBS2	0.0783022	8
TCGA-AA-3872-01A-01W-0995-10	COSMICv3-SBS84	0.0402456	4
TCGA-AA-3872-01A-01W-0995-10	COSMICv3-SBS13	0.0387565	4
TCGA-AA-3872-01A-01W-0995-10	COSMICv3-SBS7d	0.0386232	4
TCGA-AA-3872-01A-01W-0995-10	COSMICv3-SBS10b	0.0253453	2
TCGA-AA-3872-01A-01W-0995-10	COSMICv3-SBS37	0.0199183	2
TCGA-AA-3872-01A-01W-0995-10	COSMICv3-SBS33	0.0169652	2
TCGA-AA-3872-01A-01W-0995-10	COSMICv3-SBS59	0.016781	2
TCGA-AA-3872-01A-01W-0995-10	COSMICv3-SBS49	0.0117898	1
TCGA-AA-3872-01A-01W-0995-10	COSMICv3-SBS21	0.00975298	1
TCGA-AA-3872-01A-01W-0995-10	COSMICv3-SBS16	0.00936033	1
TCGA-A6-3810-01A-01D-A270-10	COSMICv3-SBS1	0.354801	78
TCGA-A6-3810-01A-01D-A270-10	COSMICv3-SBS31	0.06589	15
TCGA-A6-3810-01A-01D-A270-10	COSMICv3-SBS6	0.057708	13
TCGA-A6-3810-01A-01D-A270-10	COSMICv3-SBS7a	0.0377635	8
TCGA-A6-3810-01A-01D-A270-10	COSMICv3-SBS13	0.0351787	8
TCGA-A6-3810-01A-01D-A270-10	COSMICv3-SBS16	0.0346307	8
TCGA-A6-3810-01A-01D-A270-10	COSMICv3-SBS30	0.0321055	7
TCGA-A6-3810-01A-01D-A270-10	COSMICv3-SBS2	0.0313377	7
TCGA-A6-3810-01A-01D-A270-10	COSMICv3-SBS19	0.0305125	7
TCGA-A6-3810-01A-01D-A270-10	COSMICv3-SBS54	0.0295953	7
TCGA-A6-3810-01A-01D-A270-10	COSMICv3-SBS14	0.0254973	6
TCGA-A6-3810-01A-01D-A270-10	COSMICv3-SBS17b	0.0219456	5
TCGA-A6-3810-01A-01D-A270-10	COSMICv3-SBS29	0.0218281	5
TCGA-A6-3810-01A-01D-A270-10	COSMICv3-SBS24	0.0203246	4
TCGA-A6-3810-01A-01D-A270-10	COSMICv3-SBS23	0.018372	4
TCGA-A6-3810-01A-01D-A270-10	COSMICv3-SBS50	0.0170439	4
TCGA-A6-3810-01A-01D-A270-10	COSMICv3-SBS7d	0.0161425	4
TCGA-A6-3810-01A-01D-A270-10	COSMICv3-SBS17a	0.0127292	3
TCGA-A6-3810-01A-01D-A270-10	COSMICv3-SBS22	0.0127084	3
TCGA-A6-3810-01A-01D-A270-10	COSMICv3-SBS10b	0.0117501	3
TCGA-A6-3810-01A-01D-A270-10	COSMICv3-SBS43	0.00954266	2
TCGA-A6-3810-01A-01D-A270-10	COSMICv3-SBS21	0.00805405	2
TCGA-A6-3810-01A-01D-A270-10	COSMICv3-SBS51	0.00791611	2
TCGA-A6-3810-01A-01D-A270-10	COSMICv3-SBS48	0.00396019	1
TCGA-AA-3494-01A-01D-1408-10	COSMICv3-SBS1	0.164616	12
TCGA-AA-3494-01A-01D-1408-10	COSMICv3-SBS3	0.162868	12
TCGA-AA-3494-01A-01D-1408-10	COSMICv3-SBS30	0.124622	9
TCGA-AA-3494-01A-01D-1408-10	COSMICv3-SBS37	0.101716	8
TCGA-AA-3494-01A-01D-1408-10	COSMICv3-SBS39	0.0731708	5
TCGA-AA-3494-01A-01D-1408-10	COSMICv3-SBS13	0.0608393	5
TCGA-AA-3494-01A-01D-1408-10	COSMICv3-SBS24	0.0510473	4
TCGA-AA-3494-01A-01D-1408-10	COSMICv3-SBS21	0.0399076	3
TCGA-AA-3494-01A-01D-1408-10	COSMICv3-SBS22	0.0382039	3
TCGA-AA-3494-01A-01D-1408-10	COSMICv3-SBS52	0.0365594	3
TCGA-AA-3494-01A-01D-1408-10	COSMICv3-SBS35	0.0276951	2
TCGA-AA-3494-01A-01D-1408-10	COSMICv3-SBS10a	0.0258712	2
TCGA-AA-3494-01A-01D-1408-10	COSMICv3-SBS46	0.0209657	2
TCGA-AA-3494-01A-01D-1408-10	COSMICv3-SBS38	0.0179514	1
TCGA-AA-3494-01A-01D-1408-10	COSMICv3-SBS7a	0.0122222	1
TCGA-AA-3494-01A-01D-1408-10	COSMICv3-SBS55	0.00742978	1
TCGA-RU-A8FL-01A-11D-A36X-10	COSMICv3-SBS1	0.240218	47
TCGA-RU-A8FL-01A-11D-A36X-10	COSMICv3-SBS15	0.156486	31
TCGA-RU-A8FL-01A-11D-A36X-10	COSMICv3-SBS25	0.0524448	10
TCGA-RU-A8FL-01A-11D-A36X-10	COSMICv3-SBS19	0.043172	8
TCGA-RU-A8FL-01A-11D-A36X-10	COSMICv3-SBS13	0.0255971	5
TCGA-RU-A8FL-01A-11D-A36X-10	COSMICv3-SBS32	0.0255164	5
TCGA-RU-A8FL-01A-11D-A36X-10	COSMICv3-SBS17a	0.0242033	5
TCGA-RU-A8FL-01A-11D-A36X-10	COSMICv3-SBS35	0.0218336	4
TCGA-RU-A8FL-01A-11D-A36X-10	COSMICv3-SBS54	0.0215228	4
TCGA-RU-A8FL-01A-11D-A36X-10	COSMICv3-SBS21	0.0210205	4
TCGA-RU-A8FL-01A-11D-A36X-10	COSMICv3-SBS7c	0.0186776	4
TCGA-RU-A8FL-01A-11D-A36X-10	COSMICv3-SBS17b	0.0168523	3
TCGA-RU-A8FL-01A-11D-A36X-10	COSMICv3-SBS52	0.0161079	3
TCGA-RU-A8FL-01A-11D-A36X-10	COSMICv3-SBS43	0.0154882	3
TCGA-RU-A8FL-01A-11D-A36X-10	COSMICv3-SBS16	0.0136212	3
TCGA-RU-A8FL-01A-11D-A36X-10	COSMICv3-SBS18	0.0123461	2
TCGA-RU-A8FL-01A-11D-A36X-10	COSMICv3-SBS34	0.0117136	2
TCGA-RU-A8FL-01A-11D-A36X-10	COSMICv3-SBS49	0.0101106	2
TCGA-RU-A8FL-01A-11D-A36X-10	COSMICv3-SBS36	0.00675976	1
TCGA-RU-A8FL-01A-11D-A36X-10	COSMICv3-SBS29	0.00330013	1
TCGA-DM-A282-01A-12D-A16V-10	COSMICv3-SBS1	0.539048	67
TCGA-DM-A282-01A-12D-A16V-10	COSMICv3-SBS35	0.0747924	9
TCGA-DM-A282-01A-12D-A16V-10	COSMICv3-SBS56	0.058307	7
TCGA-DM-A282-01A-12D-A16V-10	COSMICv3-SBS13	0.0522861	6
TCGA-DM-A282-01A-12D-A16V-10	COSMICv3-SBS18	0.0469723	6
TCGA-DM-A282-01A-12D-A16V-10	COSMICv3-SBS7a	0.0441777	5
TCGA-DM-A282-01A-12D-A16V-10	COSMICv3-SBS30	0.0326831	4
TCGA-DM-A282-01A-12D-A16V-10	COSMICv3-SBS21	0.0301131	4
TCGA-DM-A282-01A-12D-A16V-10	COSMICv3-SBS2	0.0230917	3
TCGA-DM-A282-01A-12D-A16V-10	COSMICv3-SBS19	0.0218621	3
TCGA-DM-A282-01A-12D-A16V-10	COSMICv3-SBS50	0.0180609	2
TCGA-DM-A282-01A-12D-A16V-10	COSMICv3-SBS54	0.0167638	2
TCGA-DM-A282-01A-12D-A16V-10	COSMICv3-SBS9	0.0147964	2
TCGA-DM-A282-01A-12D-A16V-10	COSMICv3-SBS17a	0.00943987	1
TCGA-DM-A282-01A-12D-A16V-10	COSMICv3-SBS10b	0.00605979	1
TCGA-DM-A28K-01A-21D-A16V-10	COSMICv3-SBS1	0.527702	73
TCGA-DM-A28K-01A-21D-A16V-10	COSMICv3-SBS18	0.0492455	7
TCGA-DM-A28K-01A-21D-A16V-10	COSMICv3-SBS17a	0.0378539	5
TCGA-DM-A28K-01A-21D-A16V-10	COSMICv3-SBS6	0.0351982	5
TCGA-DM-A28K-01A-21D-A16V-10	COSMICv3-SBS11	0.0300894	4
TCGA-DM-A28K-01A-21D-A16V-10	COSMICv3-SBS53	0.0298738	4
TCGA-DM-A28K-01A-21D-A16V-10	COSMICv3-SBS24	0.0280394	4
TCGA-DM-A28K-01A-21D-A16V-10	COSMICv3-SBS7d	0.0205926	3
TCGA-DM-A28K-01A-21D-A16V-10	COSMICv3-SBS84	0.0183139	3
TCGA-DM-A28K-01A-21D-A16V-10	COSMICv3-SBS46	0.0178702	2
TCGA-DM-A28K-01A-21D-A16V-10	COSMICv3-SBS2	0.0168788	2
TCGA-DM-A28K-01A-21D-A16V-10	COSMICv3-SBS45	0.0121084	2
TCGA-DM-A28K-01A-21D-A16V-10	COSMICv3-SBS10a	0.00896582	1
TCGA-DM-A28K-01A-21D-A16V-10	COSMICv3-SBS19	0.00883609	1
TCGA-DM-A28K-01A-21D-A16V-10	COSMICv3-SBS27	0.00856415	1
TCGA-DM-A28K-01A-21D-A16V-10	COSMICv3-SBS59	0.00848756	1
TCGA-DM-A28K-01A-21D-A16V-10	COSMICv3-SBS52	0.00658322	1
TCGA-DM-A28K-01A-21D-A16V-10	COSMICv3-SBS17b	0.00584853	1
TCGA-DM-A28K-01A-21D-A16V-10	COSMICv3-SBS49	0.00474193	1
TCGA-D5-6539-01A-11D-1719-10	COSMICv3-SBS1	0.335845	44
TCGA-D5-6539-01A-11D-1719-10	COSMICv3-SBS39	0.0869689	11
TCGA-D5-6539-01A-11D-1719-10	COSMICv3-SBS15	0.0688871	9
TCGA-D5-6539-01A-11D-1719-10	COSMICv3-SBS56	0.0528611	7
TCGA-D5-6539-01A-11D-1719-10	COSMICv3-SBS8	0.0518562	7
TCGA-D5-6539-01A-11D-1719-10	COSMICv3-SBS24	0.0516422	7
TCGA-D5-6539-01A-11D-1719-10	COSMICv3-SBS37	0.040912	5
TCGA-D5-6539-01A-11D-1719-10	COSMICv3-SBS7a	0.0396064	5
TCGA-D5-6539-01A-11D-1719-10	COSMICv3-SBS54	0.0323317	4
TCGA-D5-6539-01A-11D-1719-10	COSMICv3-SBS7d	0.0300596	4
TCGA-D5-6539-01A-11D-1719-10	COSMICv3-SBS32	0.0299544	4
TCGA-D5-6539-01A-11D-1719-10	COSMICv3-SBS17a	0.0265059	3
TCGA-D5-6539-01A-11D-1719-10	COSMICv3-SBS2	0.019884	3
TCGA-D5-6539-01A-11D-1719-10	COSMICv3-SBS46	0.0196805	3
TCGA-D5-6539-01A-11D-1719-10	COSMICv3-SBS17b	0.0123578	2
TCGA-D5-6539-01A-11D-1719-10	COSMICv3-SBS7c	0.0118753	2
TCGA-D5-6539-01A-11D-1719-10	COSMICv3-SBS10b	0.00860784	1
TCGA-D5-6539-01A-11D-1719-10	COSMICv3-SBS49	0.00824149	1
TCGA-D5-6539-01A-11D-1719-10	COSMICv3-SBS45	0.00821402	1
TCGA-D5-6539-01A-11D-1719-10	COSMICv3-SBS52	0.00740646	1
TCGA-D5-6539-01A-11D-1719-10	COSMICv3-SBS53	0.00658316	1
TCGA-A6-3809-01A-01D-A270-10	COSMICv3-SBS1	0.183875	259
TCGA-A6-3809-01A-01D-A270-10	COSMICv3-SBS6	0.182589	257
TCGA-A6-3809-01A-01D-A270-10	COSMICv3-SBS15	0.16615	234
TCGA-A6-3809-01A-01D-A270-10	COSMICv3-SBS54	0.122533	172
TCGA-A6-3809-01A-01D-A270-10	COSMICv3-SBS20	0.0968407	136
TCGA-A6-3809-01A-01D-A270-10	COSMICv3-SBS21	0.0432645	61
TCGA-A6-3809-01A-01D-A270-10	COSMICv3-SBS14	0.0303283	43
TCGA-A6-3809-01A-01D-A270-10	COSMICv3-SBS59	0.0197694	28
TCGA-A6-3809-01A-01D-A270-10	COSMICv3-SBS17b	0.0189449	27
TCGA-A6-3809-01A-01D-A270-10	COSMICv3-SBS46	0.0187238	26
TCGA-A6-3809-01A-01D-A270-10	COSMICv3-SBS43	0.0154926	22
TCGA-A6-3809-01A-01D-A270-10	COSMICv3-SBS23	0.0126255	18
TCGA-A6-3809-01A-01D-A270-10	COSMICv3-SBS49	0.0109386	15
TCGA-A6-3809-01A-01D-A270-10	COSMICv3-SBS17a	0.00935385	13
TCGA-A6-3809-01A-01D-A270-10	COSMICv3-SBS42	0.00916046	13
