sample	signature	exposure	mutations
TCGA-D5-6536-01A-11D-1719-10	COSMICv3-SBS17a	0.0283797	3
TCGA-D5-6536-01A-11D-1719-10	COSMICv3-SBS32	0.0242916	3
TCGA-D5-6536-01A-11D-1719-10	COSMICv3-SBS84	0.0237421	3
TCGA-D5-6536-01A-11D-1719-10	COSMICv3-SBS16	0.017952	2
TCGA-D5-6536-01A-11D-1719-10	COSMICv3-SBS54	0.0164296	2
TCGA-D5-6536-01A-11D-1719-10	COSMICv3-SBS2	0.00663023	1
TCGA-G4-6299-01A-11D-1771-10	COSMICv3-SBS1	0.256696	53
TCGA-G4-6299-01A-11D-1771-10	COSMICv3-SBS39	0.165336	34
TCGA-G4-6299-01A-11D-1771-10	COSMICv3-SBS6	0.105621	22
TCGA-G4-6299-01A-11D-1771-10	COSMICv3-SBS19	0.0550901	11
TCGA-G4-6299-01A-11D-1771-10	COSMICv3-SBS8	0.0478275	10
TCGA-G4-6299-01A-11D-1771-10	COSMICv3-SBS14	0.0434911	9
TCGA-G4-6299-01A-11D-1771-10	COSMICv3-SBS24	0.0364858	7
TCGA-G4-6299-01A-11D-1771-10	COSMICv3-SBS46	0.0351471	7
TCGA-G4-6299-01A-11D-1771-10	COSMICv3-SBS7a	0.0348205	7
TCGA-G4-6299-01A-11D-1771-10	COSMICv3-SBS10b	0.0332714	7
TCGA-G4-6299-01A-11D-1771-10	COSMICv3-SBS7d	0.0201235	4
TCGA-G4-6299-01A-11D-1771-10	COSMICv3-SBS59	0.0191735	4
TCGA-G4-6299-01A-11D-1771-10	COSMICv3-SBS4	0.0177834	4
TCGA-G4-6299-01A-11D-1771-10	COSMICv3-SBS51	0.0156351	3
TCGA-G4-6299-01A-11D-1771-10	COSMICv3-SBS28	0.0149237	3
TCGA-G4-6299-01A-11D-1771-10	COSMICv3-SBS17a	0.0112604	2
TCGA-G4-6299-01A-11D-1771-10	COSMICv3-SBS7c	0.00924275	2
TCGA-G4-6299-01A-11D-1771-10	COSMICv3-SBS52	0.00893732	2
TCGA-G4-6299-01A-11D-1771-10	COSMICv3-SBS35	0.00572442	1
TCGA-G4-6299-01A-11D-1771-10	COSMICv3-SBS30	0.00530918	1
TCGA-AD-A5EJ-01A-11D-A28G-10	COSMICv3-SBS6	0.250636	408
TCGA-AD-A5EJ-01A-11D-A28G-10	COSMICv3-SBS1	0.185942	303
TCGA-AD-A5EJ-01A-11D-A28G-10	COSMICv3-SBS15	0.155988	254
TCGA-AD-A5EJ-01A-11D-A28G-10	COSMICv3-SBS20	0.103686	169
TCGA-AD-A5EJ-01A-11D-A28G-10	COSMICv3-SBS54	0.0916089	149
TCGA-AD-A5EJ-01A-11D-A28G-10	COSMICv3-SBS14	0.0698456	114
TCGA-AD-A5EJ-01A-11D-A28G-10	COSMICv3-SBS21	0.0180238	29
TCGA-AD-A5EJ-01A-11D-A28G-10	COSMICv3-SBS46	0.0179639	29
TCGA-AD-A5EJ-01A-11D-A28G-10	COSMICv3-SBS11	0.0159612	26
TCGA-AD-A5EJ-01A-11D-A28G-10	COSMICv3-SBS17b	0.0138909	23
TCGA-AD-A5EJ-01A-11D-A28G-10	COSMICv3-SBS35	0.0122016	20
TCGA-AD-A5EJ-01A-11D-A28G-10	COSMICv3-SBS49	0.0107574	18
TCGA-AD-A5EJ-01A-11D-A28G-10	COSMICv3-SBS53	0.00916629	15
TCGA-AD-A5EJ-01A-11D-A28G-10	COSMICv3-SBS23	0.00778828	13
TCGA-AD-A5EJ-01A-11D-A28G-10	COSMICv3-SBS59	0.00567042	9
TCGA-AD-A5EJ-01A-11D-A28G-10	COSMICv3-SBS19	0.00341682	6
TCGA-AD-A5EJ-01A-11D-A28G-10	COSMICv3-SBS60	0.00338817	6
TCGA-AD-A5EJ-01A-11D-A28G-10	COSMICv3-SBS7b	0.0017331	3
TCGA-AD-A5EJ-01A-11D-A28G-10	COSMICv3-SBS48	0.00148046	2
TCGA-AD-A5EJ-01A-11D-A28G-10	COSMICv3-SBS17a	0.000696197	1
TCGA-CM-6679-01A-11D-1835-10	COSMICv3-SBS1	0.394699	31
TCGA-CM-6679-01A-11D-1835-10	COSMICv3-SBS15	0.203696	16
TCGA-CM-6679-01A-11D-1835-10	COSMICv3-SBS25	0.0793765	6
TCGA-CM-6679-01A-11D-1835-10	COSMICv3-SBS23	0.0653495	5
TCGA-CM-6679-01A-11D-1835-10	COSMICv3-SBS7d	0.0348462	3
TCGA-CM-6679-01A-11D-1835-10	COSMICv3-SBS16	0.0329475	3
TCGA-CM-6679-01A-11D-1835-10	COSMICv3-SBS2	0.0328513	3
TCGA-CM-6679-01A-11D-1835-10	COSMICv3-SBS17a	0.0310607	2
TCGA-CM-6679-01A-11D-1835-10	COSMICv3-SBS30	0.0249468	2
TCGA-CM-6679-01A-11D-1835-10	COSMICv3-SBS28	0.0234452	2
TCGA-CM-6679-01A-11D-1835-10	COSMICv3-SBS7c	0.0141784	1
TCGA-CM-6679-01A-11D-1835-10	COSMICv3-SBS48	0.0140019	1
TCGA-CM-6679-01A-11D-1835-10	COSMICv3-SBS13	0.0139387	1
TCGA-CM-6679-01A-11D-1835-10	COSMICv3-SBS10a	0.0116455	1
TCGA-CM-6679-01A-11D-1835-10	COSMICv3-SBS52	0.00721908	1
TCGA-CM-6679-01A-11D-1835-10	COSMICv3-SBS59	0.00710405	1
TCGA-CM-6679-01A-11D-1835-10	COSMICv3-SBS55	0.00653004	1
TCGA-AA-3980-01A-02W-0995-10	COSMICv3-SBS1	0.420742	53
TCGA-AA-3980-01A-02W-0995-10	COSMICv3-SBS8	0.0896349	11
TCGA-AA-3980-01A-02W-0995-10	COSMICv3-SBS23	0.0880121	11
TCGA-AA-3980-01A-02W-0995-10	COSMICv3-SBS3	0.0746706	9
TCGA-AA-3980-01A-02W-0995-10	COSMICv3-SBS37	0.044643	6
TCGA-AA-3980-01A-02W-0995-10	COSMICv3-SBS10b	0.0421804	5
TCGA-AA-3980-01A-02W-0995-10	COSMICv3-SBS13	0.0352261	4
TCGA-AA-3980-01A-02W-0995-10	COSMICv3-SBS18	0.0292742	4
TCGA-AA-3980-01A-02W-0995-10	COSMICv3-SBS59	0.0231254	3
TCGA-AA-3980-01A-02W-0995-10	COSMICv3-SBS29	0.0125368	2
TCGA-AA-3980-01A-02W-0995-10	COSMICv3-SBS10a	0.0124856	2
TCGA-AA-3980-01A-02W-0995-10	COSMICv3-SBS11	0.0119327	2
TCGA-AA-3980-01A-02W-0995-10	COSMICv3-SBS15	0.0118905	2
TCGA-AA-3980-01A-02W-0995-10	COSMICv3-SBS38	0.0115135	1
TCGA-AA-3980-01A-02W-0995-10	COSMICv3-SBS7a	0.0113676	1
TCGA-AA-3980-01A-02W-0995-10	COSMICv3-SBS49	0.0103921	1
TCGA-AA-3980-01A-02W-0995-10	COSMICv3-SBS17b	0.0072183	1
TCGA-AA-3980-01A-02W-0995-10	COSMICv3-SBS43	0.00591022	1
TCGA-AA-3980-01A-02W-0995-10	COSMICv3-SBS7d	0.00428564	1
TCGA-F4-6704-01A-11D-1835-10	COSMICv3-SBS1	0.351105	28
TCGA-F4-6704-01A-11D-1835-10	COSMICv3-SBS46	0.0833324	7
TCGA-F4-6704-01A-11D-1835-10	COSMICv3-SBS19	0.0626472	5
TCGA-F4-6704-01A-11D-1835-10	COSMICv3-SBS7a	0.0557794	4
TCGA-F4-6704-01A-11D-1835-10	COSMICv3-SBS39	0.0437322	3
TCGA-F4-6704-01A-11D-1835-10	COSMICv3-SBS15	0.0392668	3
TCGA-F4-6704-01A-11D-1835-10	COSMICv3-SBS9	0.0361828	3
TCGA-F4-6704-01A-11D-1835-10	COSMICv3-SBS10b	0.0318248	3
TCGA-F4-6704-01A-11D-1835-10	COSMICv3-SBS29	0.0303025	2
TCGA-F4-6704-01A-11D-1835-10	COSMICv3-SBS42	0.0299977	2
TCGA-F4-6704-01A-11D-1835-10	COSMICv3-SBS13	0.0271094	2
TCGA-F4-6704-01A-11D-1835-10	COSMICv3-SBS17a	0.024015	2
TCGA-F4-6704-01A-11D-1835-10	COSMICv3-SBS4	0.0240072	2
TCGA-F4-6704-01A-11D-1835-10	COSMICv3-SBS30	0.0237922	2
TCGA-F4-6704-01A-11D-1835-10	COSMICv3-SBS28	0.0229426	2
TCGA-F4-6704-01A-11D-1835-10	COSMICv3-SBS34	0.0197559	2
TCGA-F4-6704-01A-11D-1835-10	COSMICv3-SBS2	0.0153308	1
TCGA-F4-6704-01A-11D-1835-10	COSMICv3-SBS35	0.0139982	1
TCGA-F4-6704-01A-11D-1835-10	COSMICv3-SBS22	0.0125011	1
TCGA-F4-6704-01A-11D-1835-10	COSMICv3-SBS20	0.0123092	1
TCGA-F4-6704-01A-11D-1835-10	COSMICv3-SBS41	0.0110937	1
TCGA-F4-6704-01A-11D-1835-10	COSMICv3-SBS48	0.0109945	1
TCGA-CM-5861-01A-01D-1650-10	COSMICv3-SBS15	0.175641	306
TCGA-CM-5861-01A-01D-1650-10	COSMICv3-SBS6	0.174838	305
TCGA-CM-5861-01A-01D-1650-10	COSMICv3-SBS21	0.136911	238
TCGA-CM-5861-01A-01D-1650-10	COSMICv3-SBS20	0.115727	202
TCGA-CM-5861-01A-01D-1650-10	COSMICv3-SBS1	0.115355	201
TCGA-CM-5861-01A-01D-1650-10	COSMICv3-SBS54	0.0829354	144
TCGA-CM-5861-01A-01D-1650-10	COSMICv3-SBS26	0.0602241	105
TCGA-CM-5861-01A-01D-1650-10	COSMICv3-SBS46	0.0261169	45
TCGA-CM-5861-01A-01D-1650-10	COSMICv3-SBS35	0.0199348	35
TCGA-CM-5861-01A-01D-1650-10	COSMICv3-SBS11	0.0143131	25
TCGA-CM-5861-01A-01D-1650-10	COSMICv3-SBS10b	0.0137448	24
TCGA-CM-5861-01A-01D-1650-10	COSMICv3-SBS49	0.0109162	19
TCGA-CM-5861-01A-01D-1650-10	COSMICv3-SBS14	0.00967881	17
TCGA-CM-5861-01A-01D-1650-10	COSMICv3-SBS17b	0.00917917	16
TCGA-CM-5861-01A-01D-1650-10	COSMICv3-SBS17a	0.00648832	11
TCGA-CM-5861-01A-01D-1650-10	COSMICv3-SBS42	0.00610303	11
TCGA-CM-5861-01A-01D-1650-10	COSMICv3-SBS24	0.0041631	7
TCGA-CM-5861-01A-01D-1650-10	COSMICv3-SBS25	0.00333978	6
TCGA-CM-5861-01A-01D-1650-10	COSMICv3-SBS59	0.00320131	6
TCGA-CM-5861-01A-01D-1650-10	COSMICv3-SBS53	0.00159932	3
TCGA-CM-5861-01A-01D-1650-10	COSMICv3-SBS48	0.00135766	2
TCGA-CM-5861-01A-01D-1650-10	COSMICv3-SBS43	0.00114802	2
TCGA-CM-5861-01A-01D-1650-10	COSMICv3-SBS51	0.000973418	2
TCGA-AM-5820-01A-01D-1650-10	COSMICv3-SBS8	0.163557	111
TCGA-AM-5820-01A-01D-1650-10	COSMICv3-SBS39	0.120904	82
TCGA-AM-5820-01A-01D-1650-10	COSMICv3-SBS37	0.0710674	48
TCGA-AM-5820-01A-01D-1650-10	COSMICv3-SBS18	0.0709794	48
TCGA-AM-5820-01A-01D-1650-10	COSMICv3-SBS7c	0.0472163	32
TCGA-AM-5820-01A-01D-1650-10	COSMICv3-SBS22	0.0443999	30
TCGA-AM-5820-01A-01D-1650-10	COSMICv3-SBS13	0.0306629	21
TCGA-AM-5820-01A-01D-1650-10	COSMICv3-SBS19	0.0251678	17
TCGA-AM-5820-01A-01D-1650-10	COSMICv3-SBS14	0.0243632	16
TCGA-AM-5820-01A-01D-1650-10	COSMICv3-SBS32	0.0243409	16
TCGA-AM-5820-01A-01D-1650-10	COSMICv3-SBS9	0.0238531	16
TCGA-AM-5820-01A-01D-1650-10	COSMICv3-SBS6	0.0218281	15
TCGA-AM-5820-01A-01D-1650-10	COSMICv3-SBS7a	0.0172723	12
TCGA-AM-5820-01A-01D-1650-10	COSMICv3-SBS15	0.0160074	11
TCGA-AM-5820-01A-01D-1650-10	COSMICv3-SBS10a	0.0146707	10
TCGA-AM-5820-01A-01D-1650-10	COSMICv3-SBS57	0.0115324	8
TCGA-AM-5820-01A-01D-1650-10	COSMICv3-SBS41	0.0096628	7
TCGA-AM-5820-01A-01D-1650-10	COSMICv3-SBS49	0.00785481	5
TCGA-AM-5820-01A-01D-1650-10	COSMICv3-SBS2	0.00651213	4
TCGA-AM-5820-01A-01D-1650-10	COSMICv3-SBS56	0.00647754	4
TCGA-AM-5820-01A-01D-1650-10	COSMICv3-SBS17a	0.00635397	4
TCGA-AM-5820-01A-01D-1650-10	COSMICv3-SBS7d	0.00453979	3
TCGA-AM-5820-01A-01D-1650-10	COSMICv3-SBS48	0.00450457	3
TCGA-AM-5820-01A-01D-1650-10	COSMICv3-SBS55	0.00267306	2
TCGA-AM-5820-01A-01D-1650-10	COSMICv3-SBS33	0.00196227	1
TCGA-CA-6715-01A-21D-1835-10	COSMICv3-SBS1	0.389319	42
TCGA-CA-6715-01A-21D-1835-10	COSMICv3-SBS14	0.148802	16
TCGA-CA-6715-01A-21D-1835-10	COSMICv3-SBS18	0.0798115	9
TCGA-CA-6715-01A-21D-1835-10	COSMICv3-SBS17a	0.0651795	7
TCGA-CA-6715-01A-21D-1835-10	COSMICv3-SBS10b	0.0478034	5
TCGA-CA-6715-01A-21D-1835-10	COSMICv3-SBS23	0.0470409	5
TCGA-CA-6715-01A-21D-1835-10	COSMICv3-SBS33	0.0312714	3
TCGA-CA-6715-01A-21D-1835-10	COSMICv3-SBS22	0.0311813	3
TCGA-CA-6715-01A-21D-1835-10	COSMICv3-SBS7d	0.0302318	3
TCGA-CA-6715-01A-21D-1835-10	COSMICv3-SBS7c	0.0246521	3
TCGA-CA-6715-01A-21D-1835-10	COSMICv3-SBS51	0.0206517	2
TCGA-CA-6715-01A-21D-1835-10	COSMICv3-SBS24	0.0189644	2
TCGA-CA-6715-01A-21D-1835-10	COSMICv3-SBS84	0.00770502	1
TCGA-CA-6715-01A-21D-1835-10	COSMICv3-SBS2	0.00628956	1
TCGA-D5-6928-01A-11D-1924-10	COSMICv3-SBS15	0.349127	728
TCGA-D5-6928-01A-11D-1924-10	COSMICv3-SBS1	0.23043	481
TCGA-D5-6928-01A-11D-1924-10	COSMICv3-SBS6	0.124483	260
TCGA-D5-6928-01A-11D-1924-10	COSMICv3-SBS20	0.122899	256
TCGA-D5-6928-01A-11D-1924-10	COSMICv3-SBS54	0.0424716	89
TCGA-D5-6928-01A-11D-1924-10	COSMICv3-SBS14	0.0220675	46
TCGA-D5-6928-01A-11D-1924-10	COSMICv3-SBS24	0.0217652	45
TCGA-D5-6928-01A-11D-1924-10	COSMICv3-SBS7b	0.0154102	32
TCGA-D5-6928-01A-11D-1924-10	COSMICv3-SBS21	0.0133871	28
TCGA-D5-6928-01A-11D-1924-10	COSMICv3-SBS49	0.011905	25
TCGA-D5-6928-01A-11D-1924-10	COSMICv3-SBS11	0.00802267	17
TCGA-D5-6928-01A-11D-1924-10	COSMICv3-SBS10a	0.00660904	14
TCGA-D5-6928-01A-11D-1924-10	COSMICv3-SBS10b	0.00329356	7
TCGA-D5-6928-01A-11D-1924-10	COSMICv3-SBS33	0.00310806	6
TCGA-D5-6928-01A-11D-1924-10	COSMICv3-SBS7a	0.00306252	6
TCGA-D5-6928-01A-11D-1924-10	COSMICv3-SBS48	0.00250388	5
TCGA-D5-6928-01A-11D-1924-10	COSMICv3-SBS32	0.00139468	3
TCGA-D5-6928-01A-11D-1924-10	COSMICv3-SBS55	0.000908993	2
TCGA-D5-6928-01A-11D-1924-10	COSMICv3-SBS7c	0.000581066	1
TCGA-D5-6928-01A-11D-1924-10	COSMICv3-SBS27	0.000561214	1
TCGA-D5-6928-01A-11D-1924-10	COSMICv3-SBS43	0.000348236	1
TCGA-D5-6928-01A-11D-1924-10	COSMICv3-SBS13	0.00026761	1
TCGA-D5-6926-01A-11D-1924-10	COSMICv3-SBS1	0.429514	68
TCGA-D5-6926-01A-11D-1924-10	COSMICv3-SBS42	0.0956259	15
TCGA-D5-6926-01A-11D-1924-10	COSMICv3-SBS37	0.0703766	11
TCGA-D5-6926-01A-11D-1924-10	COSMICv3-SBS7c	0.067278	11
TCGA-D5-6926-01A-11D-1924-10	COSMICv3-SBS13	0.0543662	9
TCGA-D5-6926-01A-11D-1924-10	COSMICv3-SBS18	0.0531037	8
TCGA-D5-6926-01A-11D-1924-10	COSMICv3-SBS7a	0.0465909	7
TCGA-D5-6926-01A-11D-1924-10	COSMICv3-SBS28	0.0244232	4
TCGA-D5-6926-01A-11D-1924-10	COSMICv3-SBS39	0.0194515	3
TCGA-D5-6926-01A-11D-1924-10	COSMICv3-SBS21	0.0177665	3
TCGA-D5-6926-01A-11D-1924-10	COSMICv3-SBS54	0.017696	3
TCGA-D5-6926-01A-11D-1924-10	COSMICv3-SBS24	0.0125773	2
TCGA-D5-6926-01A-11D-1924-10	COSMICv3-SBS16	0.0116445	2
TCGA-D5-6926-01A-11D-1924-10	COSMICv3-SBS49	0.00832625	1
TCGA-D5-6926-01A-11D-1924-10	COSMICv3-SBS46	0.00725749	1
TCGA-D5-6926-01A-11D-1924-10	COSMICv3-SBS48	0.00505795	1
TCGA-D5-6926-01A-11D-1924-10	COSMICv3-SBS52	0.00411843	1
TCGA-A6-5660-01A-01D-1650-10	COSMICv3-SBS1	0.484071	81
TCGA-A6-5660-01A-01D-1650-10	COSMICv3-SBS24	0.0998548	17
TCGA-A6-5660-01A-01D-1650-10	COSMICv3-SBS23	0.0615769	10
TCGA-A6-5660-01A-01D-1650-10	COSMICv3-SBS46	0.0566652	9
TCGA-A6-5660-01A-01D-1650-10	COSMICv3-SBS3	0.0353316	6
TCGA-A6-5660-01A-01D-1650-10	COSMICv3-SBS10b	0.0273345	5
TCGA-A6-5660-01A-01D-1650-10	COSMICv3-SBS13	0.0265459	4
TCGA-A6-5660-01A-01D-1650-10	COSMICv3-SBS16	0.0229008	4
TCGA-A6-5660-01A-01D-1650-10	COSMICv3-SBS84	0.0225922	4
TCGA-A6-5660-01A-01D-1650-10	COSMICv3-SBS37	0.0182873	3
TCGA-A6-5660-01A-01D-1650-10	COSMICv3-SBS49	0.017945	3
TCGA-A6-5660-01A-01D-1650-10	COSMICv3-SBS59	0.0166087	3
TCGA-A6-5660-01A-01D-1650-10	COSMICv3-SBS10a	0.0143494	2
TCGA-A6-5660-01A-01D-1650-10	COSMICv3-SBS2	0.0142032	2
TCGA-A6-5660-01A-01D-1650-10	COSMICv3-SBS4	0.0131229	2
TCGA-A6-5660-01A-01D-1650-10	COSMICv3-SBS55	0.0119171	2
TCGA-A6-5660-01A-01D-1650-10	COSMICv3-SBS17a	0.00806292	1
TCGA-A6-5660-01A-01D-1650-10	COSMICv3-SBS39	0.00741654	1
TCGA-D5-5537-01A-21D-1924-10	COSMICv3-SBS1	0.472469	62
TCGA-D5-5537-01A-21D-1924-10	COSMICv3-SBS23	0.112167	15
TCGA-D5-5537-01A-21D-1924-10	COSMICv3-SBS29	0.0893685	12
TCGA-D5-5537-01A-21D-1924-10	COSMICv3-SBS12	0.0412789	5
TCGA-D5-5537-01A-21D-1924-10	COSMICv3-SBS15	0.0313734	4
TCGA-D5-5537-01A-21D-1924-10	COSMICv3-SBS49	0.0275545	4
TCGA-D5-5537-01A-21D-1924-10	COSMICv3-SBS11	0.0250381	3
TCGA-D5-5537-01A-21D-1924-10	COSMICv3-SBS43	0.0234022	3
TCGA-D5-5537-01A-21D-1924-10	COSMICv3-SBS10a	0.0233286	3
TCGA-D5-5537-01A-21D-1924-10	COSMICv3-SBS28	0.0219212	3
TCGA-D5-5537-01A-21D-1924-10	COSMICv3-SBS59	0.0217862	3
TCGA-D5-5537-01A-21D-1924-10	COSMICv3-SBS50	0.0214915	3
TCGA-D5-5537-01A-21D-1924-10	COSMICv3-SBS7a	0.02028	3
TCGA-D5-5537-01A-21D-1924-10	COSMICv3-SBS10b	0.0140249	2
TCGA-D5-5537-01A-21D-1924-10	COSMICv3-SBS7b	0.0137218	2
TCGA-D5-5537-01A-21D-1924-10	COSMICv3-SBS48	0.00699462	1
TCGA-D5-5537-01A-21D-1924-10	COSMICv3-SBS54	0.00648483	1
TCGA-A6-2675-01A-02D-1719-10	COSMICv3-SBS1	0.524597	73
TCGA-A6-2675-01A-02D-1719-10	COSMICv3-SBS15	0.0959838	13
TCGA-A6-2675-01A-02D-1719-10	COSMICv3-SBS50	0.0687229	10
TCGA-A6-2675-01A-02D-1719-10	COSMICv3-SBS46	0.0500119	7
TCGA-A6-2675-01A-02D-1719-10	COSMICv3-SBS2	0.038247	5
TCGA-A6-2675-01A-02D-1719-10	COSMICv3-SBS7b	0.0303411	4
TCGA-A6-2675-01A-02D-1719-10	COSMICv3-SBS16	0.0227749	3
TCGA-A6-2675-01A-02D-1719-10	COSMICv3-SBS31	0.0227247	3
TCGA-A6-2675-01A-02D-1719-10	COSMICv3-SBS7c	0.0155163	2
TCGA-A6-2675-01A-02D-1719-10	COSMICv3-SBS10a	0.0137217	2
TCGA-A6-2675-01A-02D-1719-10	COSMICv3-SBS18	0.0113195	2
TCGA-A6-2675-01A-02D-1719-10	COSMICv3-SBS17b	0.0107544	2
TCGA-A6-2675-01A-02D-1719-10	COSMICv3-SBS13	0.00911127	1
TCGA-A6-2675-01A-02D-1719-10	COSMICv3-SBS38	0.00521137	1
TCGA-A6-2675-01A-02D-1719-10	COSMICv3-SBS22	0.00373954	1
TCGA-AA-3696-01A-01W-0900-09	COSMICv3-SBS1	0.380984	49
TCGA-AA-3696-01A-01W-0900-09	COSMICv3-SBS37	0.124131	16
TCGA-AA-3696-01A-01W-0900-09	COSMICv3-SBS19	0.0626263	8
TCGA-AA-3696-01A-01W-0900-09	COSMICv3-SBS29	0.0555614	7
TCGA-AA-3696-01A-01W-0900-09	COSMICv3-SBS10a	0.0485173	6
TCGA-AA-3696-01A-01W-0900-09	COSMICv3-SBS6	0.0468682	6
TCGA-AA-3696-01A-01W-0900-09	COSMICv3-SBS7b	0.0431839	6
TCGA-AA-3696-01A-01W-0900-09	COSMICv3-SBS38	0.03763	5
TCGA-AA-3696-01A-01W-0900-09	COSMICv3-SBS13	0.0333354	4
TCGA-AA-3696-01A-01W-0900-09	COSMICv3-SBS54	0.0325018	4
TCGA-AA-3696-01A-01W-0900-09	COSMICv3-SBS35	0.0313202	4
TCGA-AA-3696-01A-01W-0900-09	COSMICv3-SBS11	0.0254776	3
TCGA-AA-3696-01A-01W-0900-09	COSMICv3-SBS43	0.0254452	3
TCGA-AA-3696-01A-01W-0900-09	COSMICv3-SBS2	0.0121296	2
TCGA-AA-3696-01A-01W-0900-09	COSMICv3-SBS59	0.00601797	1
TCGA-AA-3696-01A-01W-0900-09	COSMICv3-SBS7c	0.00468266	1
TCGA-A6-6780-01A-11D-A270-10	COSMICv3-SBS1	0.265197	376
TCGA-A6-6780-01A-11D-A270-10	COSMICv3-SBS15	0.150494	214
TCGA-A6-6780-01A-11D-A270-10	COSMICv3-SBS20	0.123883	176
TCGA-A6-6780-01A-11D-A270-10	COSMICv3-SBS54	0.119458	170
TCGA-A6-6780-01A-11D-A270-10	COSMICv3-SBS6	0.104328	148
TCGA-A6-6780-01A-11D-A270-10	COSMICv3-SBS21	0.0243247	35
TCGA-A6-6780-01A-11D-A270-10	COSMICv3-SBS14	0.0233046	33
TCGA-A6-6780-01A-11D-A270-10	COSMICv3-SBS26	0.0224338	32
TCGA-A6-6780-01A-11D-A270-10	COSMICv3-SBS11	0.0147568	21
TCGA-A6-6780-01A-11D-A270-10	COSMICv3-SBS17b	0.014625	21
TCGA-A6-6780-01A-11D-A270-10	COSMICv3-SBS49	0.0134247	19
TCGA-A6-6780-01A-11D-A270-10	COSMICv3-SBS42	0.0131995	19
TCGA-A6-6780-01A-11D-A270-10	COSMICv3-SBS7b	0.00930277	13
TCGA-A6-6780-01A-11D-A270-10	COSMICv3-SBS59	0.00674246	10
TCGA-A6-6780-01A-11D-A270-10	COSMICv3-SBS43	0.00404257	6
TCGA-A6-6780-01A-11D-A270-10	COSMICv3-SBS46	0.00327651	5
TCGA-A6-6780-01A-11D-A270-10	COSMICv3-SBS27	0.00213247	3
TCGA-A6-6780-01A-11D-A270-10	COSMICv3-SBS35	0.00195675	3
TCGA-A6-6780-01A-11D-A270-10	COSMICv3-SBS22	0.00170796	2
TCGA-A6-6780-01A-11D-A270-10	COSMICv3-SBS17a	0.00150546	2
TCGA-A6-6780-01A-11D-A270-10	COSMICv3-SBS48	0.000998514	1
TCGA-DM-A1D8-01A-11D-A152-10	COSMICv3-SBS1	0.325038	72
TCGA-DM-A1D8-01A-11D-A152-10	COSMICv3-SBS29	0.138739	31
TCGA-DM-A1D8-01A-11D-A152-10	COSMICv3-SBS3	0.126438	28
TCGA-DM-A1D8-01A-11D-A152-10	COSMICv3-SBS53	0.0396293	9
TCGA-DM-A1D8-01A-11D-A152-10	COSMICv3-SBS17b	0.039068	9
TCGA-DM-A1D8-01A-11D-A152-10	COSMICv3-SBS45	0.0332623	7
TCGA-DM-A1D8-01A-11D-A152-10	COSMICv3-SBS12	0.0302995	7
TCGA-DM-A1D8-01A-11D-A152-10	COSMICv3-SBS7b	0.0290642	6
TCGA-DM-A1D8-01A-11D-A152-10	COSMICv3-SBS23	0.0278687	6
TCGA-DM-A1D8-01A-11D-A152-10	COSMICv3-SBS10b	0.0269052	6
TCGA-DM-A1D8-01A-11D-A152-10	COSMICv3-SBS16	0.0212746	5
TCGA-DM-A1D8-01A-11D-A152-10	COSMICv3-SBS13	0.0204469	5
TCGA-DM-A1D8-01A-11D-A152-10	COSMICv3-SBS17a	0.0192037	4
TCGA-DM-A1D8-01A-11D-A152-10	COSMICv3-SBS7c	0.015421	3
TCGA-DM-A1D8-01A-11D-A152-10	COSMICv3-SBS34	0.014396	3
TCGA-DM-A1D8-01A-11D-A152-10	COSMICv3-SBS41	0.0124911	3
TCGA-DM-A1D8-01A-11D-A152-10	COSMICv3-SBS20	0.00941305	2
TCGA-DM-A1D8-01A-11D-A152-10	COSMICv3-SBS8	0.00838923	2
TCGA-DM-A1D8-01A-11D-A152-10	COSMICv3-SBS54	0.00824518	2
TCGA-DM-A1D8-01A-11D-A152-10	COSMICv3-SBS55	0.00732363	2
TCGA-DM-A1D8-01A-11D-A152-10	COSMICv3-SBS56	0.00451805	1
TCGA-DM-A1D8-01A-11D-A152-10	COSMICv3-SBS7d	0.00373111	1
TCGA-DM-A1D8-01A-11D-A152-10	COSMICv3-SBS33	0.00370692	1
TCGA-DM-A1D8-01A-11D-A152-10	COSMICv3-SBS32	0.0023848	1
TCGA-AZ-4308-01A-01D-1408-10	COSMICv3-SBS1	0.350357	29
TCGA-AZ-4308-01A-01D-1408-10	COSMICv3-SBS29	0.205063	17
TCGA-AZ-4308-01A-01D-1408-10	COSMICv3-SBS21	0.124531	10
TCGA-AZ-4308-01A-01D-1408-10	COSMICv3-SBS23	0.076274	6
TCGA-AZ-4308-01A-01D-1408-10	COSMICv3-SBS32	0.0687186	6
TCGA-AZ-4308-01A-01D-1408-10	COSMICv3-SBS2	0.0465893	4
TCGA-AZ-4308-01A-01D-1408-10	COSMICv3-SBS46	0.0228163	2
TCGA-AZ-4308-01A-01D-1408-10	COSMICv3-SBS7d	0.0181958	2
TCGA-AZ-4308-01A-01D-1408-10	COSMICv3-SBS10b	0.018036	1
TCGA-AZ-4308-01A-01D-1408-10	COSMICv3-SBS84	0.0156006	1
TCGA-AZ-4308-01A-01D-1408-10	COSMICv3-SBS52	0.00793349	1
TCGA-AZ-4308-01A-01D-1408-10	COSMICv3-SBS17a	0.00658981	1
TCGA-G4-6309-01A-21D-1835-10	COSMICv3-SBS1	0.496581	475
